Sales_Tran_Seq_Num,Member_Account_Seq_Num,Article_Seq_Num,Article_Desc
2920,11,1,Onion
2920,11,3,Corn
2920,11,6,Taco Spice Mix
2920,11,17,Taco Tortilla
2920,11,8,Taco Salsa
2920,11,9,Minced Meat
2921,71,0,Banana
2922,12,0,Banana
2922,12,3,Corn
2922,12,6,Taco Spice Mix
2922,12,18,Taco Tubs
2922,12,8,Taco Salsa
2922,12,9,Minced Meat
2923,1,4,Olives
2923,1,11,Prosciutto
2923,1,12,Pizza Kit
2923,1,14,Parmesan
2923,1,29,Crab stick
2924,56,0,Banana
2924,56,22,Chicken
2924,56,23,Croutons
2924,56,24,Lettuce
2925,25,14,Parmesan
2925,25,15,Mozarella
2925,25,1,Onion
2925,25,3,Corn
2925,25,6,Taco Spice Mix
2925,25,17,Taco Tortilla
2925,25,8,Taco Salsa
2925,25,22,Chicken
2925,25,23,Croutons
2925,25,28,Squid
2925,25,30,Shrimp
2926,26,0,Banana
2927,10,0,Banana
2927,10,5,Pineapple
2927,10,10,Ham
2927,10,12,Pizza Kit
2927,10,13,Pizza Cheese
2928,19,0,Banana
2928,19,1,Onion
2928,19,3,Corn
2928,19,6,Taco Spice Mix
2928,19,8,Taco Salsa
2928,19,9,Minced Meat
2928,19,28,Squid
2928,19,29,Crab stick
2928,19,30,Shrimp
2929,79,23,Croutons
2929,79,24,Lettuce
2930,96,0,Banana
2930,96,6,Taco Spice Mix
2930,96,8,Taco Salsa
2931,59,0,Banana
2932,73,0,Banana
2932,73,28,Squid
2932,73,30,Shrimp
2933,9,0,Banana
2933,9,10,Ham
2933,9,12,Pizza Kit
2933,9,13,Pizza Cheese
2933,9,22,Chicken
2933,9,23,Croutons
2933,9,24,Lettuce
2933,9,25,Penne
2934,46,0,Banana
2935,9,0,Banana
2936,9,16,Apple
2936,9,4,Olives
2936,9,11,Prosciutto
2936,9,12,Pizza Kit
2936,9,20,Ruccola
2937,74,0,Banana
2937,74,3,Corn
2937,74,6,Taco Spice Mix
2937,74,18,Taco Tubs
2937,74,8,Taco Salsa
2937,74,9,Minced Meat
2939,62,0,Banana
2939,62,5,Pineapple
2939,62,13,Pizza Cheese
2939,62,1,Onion
2939,62,3,Corn
2939,62,6,Taco Spice Mix
2939,62,18,Taco Tubs
2939,62,8,Taco Salsa
2939,62,9,Minced Meat
2939,62,28,Squid
2939,62,30,Shrimp
2940,51,3,Corn
2940,51,17,Taco Tortilla
2940,51,8,Taco Salsa
2941,44,0,Banana
2942,26,0,Banana
2942,26,29,Crab stick
2942,26,30,Shrimp
2943,39,0,Banana
2943,39,5,Pineapple
2943,39,10,Ham
2943,39,12,Pizza Kit
2943,39,13,Pizza Cheese
2944,58,0,Banana
2945,17,0,Banana
2945,17,10,Ham
2945,17,12,Pizza Kit
2945,17,14,Parmesan
2945,17,26,Entrecote
2946,3,0,Banana
2946,3,16,Apple
2947,78,0,Banana
2948,9,0,Banana
2948,9,3,Corn
2948,9,6,Taco Spice Mix
2948,9,8,Taco Salsa
2948,9,9,Minced Meat
2949,10,0,Banana
2949,10,19,Feta
2949,10,20,Ruccola
2950,23,0,Banana
2950,23,3,Corn
2950,23,6,Taco Spice Mix
2950,23,8,Taco Salsa
2950,23,9,Minced Meat
2952,9,0,Banana
2953,78,0,Banana
2954,59,0,Banana
2954,59,22,Chicken
2954,59,23,Croutons
2955,76,0,Banana
2956,45,0,Banana
2956,45,16,Apple
2957,80,0,Banana
2957,80,22,Chicken
2957,80,28,Squid
2958,74,0,Banana
2958,74,26,Entrecote
2958,74,27,Mushroom
2959,46,28,Squid
2959,46,29,Crab stick
2959,46,30,Shrimp
2960,85,4,Olives
2960,85,19,Feta
2960,85,21,Tomato
2961,66,0,Banana
2961,66,26,Entrecote
2961,66,27,Mushroom
2962,46,0,Banana
2962,46,10,Ham
2962,46,13,Pizza Cheese
2963,38,0,Banana
2963,38,5,Pineapple
2963,38,12,Pizza Kit
2963,38,13,Pizza Cheese
2963,38,15,Mozarella
2964,4,0,Banana
2964,4,4,Olives
2964,4,10,Ham
2964,4,11,Prosciutto
2964,4,12,Pizza Kit
2964,4,14,Parmesan
2964,4,15,Mozarella
2965,62,0,Banana
2965,62,16,Apple
2965,62,4,Olives
2965,62,19,Feta
2965,62,21,Tomato
2966,11,0,Banana
2966,11,23,Croutons
2966,11,24,Lettuce
2966,11,26,Entrecote
2966,11,27,Mushroom
2967,3,0,Banana
2967,3,16,Apple
2967,3,5,Pineapple
2967,3,10,Ham
2967,3,12,Pizza Kit
2967,3,13,Pizza Cheese
2967,3,15,Mozarella
2968,31,0,Banana
2969,84,0,Banana
2969,84,16,Apple
2969,84,5,Pineapple
2969,84,12,Pizza Kit
2969,84,13,Pizza Cheese
2969,84,15,Mozarella
2969,84,23,Croutons
2969,84,24,Lettuce
2970,14,28,Squid
2971,10,0,Banana
2971,10,4,Olives
2971,10,19,Feta
2971,10,20,Ruccola
2971,10,21,Tomato
2972,33,0,Banana
2973,15,0,Banana
2974,45,0,Banana
2974,45,16,Apple
2974,45,23,Croutons
2974,45,24,Lettuce
2975,15,0,Banana
2975,15,16,Apple
2975,15,11,Prosciutto
2975,15,12,Pizza Kit
2975,15,14,Parmesan
2975,15,15,Mozarella
2975,15,19,Feta
2975,15,20,Ruccola
2976,60,0,Banana
2976,60,22,Chicken
2977,1,0,Banana
2978,24,0,Banana
2978,24,11,Prosciutto
2978,24,12,Pizza Kit
2979,6,0,Banana
2979,6,16,Apple
2980,99,25,Penne
2980,99,27,Mushroom
2981,8,0,Banana
2983,22,0,Banana
2983,22,5,Pineapple
2983,22,10,Ham
2983,22,12,Pizza Kit
2983,22,13,Pizza Cheese
2983,22,22,Chicken
2983,22,23,Croutons
2983,22,24,Lettuce
2984,40,24,Lettuce
2984,40,26,Entrecote
2985,4,0,Banana
2986,34,0,Banana
2987,52,0,Banana
2987,52,16,Apple
2987,52,4,Olives
2987,52,11,Prosciutto
2987,52,12,Pizza Kit
2987,52,14,Parmesan
2989,95,0,Banana
2990,10,0,Banana
2990,10,4,Olives
2990,10,10,Ham
2990,10,11,Prosciutto
2991,32,0,Banana
2991,32,1,Onion
2991,32,3,Corn
2991,32,8,Taco Salsa
2991,32,9,Minced Meat
2992,3,26,Entrecote
2992,3,27,Mushroom
2993,99,0,Banana
2994,63,0,Banana
2994,63,19,Feta
2994,63,20,Ruccola
2994,63,21,Tomato
2995,26,0,Banana
2996,50,0,Banana
2996,50,16,Apple
2997,44,3,Corn
2997,44,18,Taco Tubs
2997,44,8,Taco Salsa
2997,44,9,Minced Meat
2998,6,16,Apple
2998,6,0,Banana
2998,6,5,Pineapple
2998,6,12,Pizza Kit
2998,6,3,Corn
2998,6,9,Minced Meat
2998,6,22,Chicken
2998,6,23,Croutons
2999,12,1,Onion
2999,12,3,Corn
2999,12,6,Taco Spice Mix
2999,12,7,Taco Shell
2999,12,8,Taco Salsa
2999,12,9,Minced Meat
3000,67,0,Banana
3000,67,19,Feta
3000,67,28,Squid
3000,67,29,Crab stick
3000,67,30,Shrimp
3002,63,0,Banana
3002,63,16,Apple
3003,73,0,Banana
3003,73,1,Onion
3003,73,3,Corn
3003,73,17,Taco Tortilla
3003,73,9,Minced Meat
3004,52,0,Banana
3004,52,28,Squid
3004,52,30,Shrimp
3005,45,0,Banana
3005,45,25,Penne
3005,45,26,Entrecote
3005,45,27,Mushroom
3006,23,0,Banana
3007,68,23,Croutons
3008,13,10,Ham
3008,13,11,Prosciutto
3008,13,12,Pizza Kit
3008,13,14,Parmesan
3009,22,26,Entrecote
3009,22,27,Mushroom
3010,26,0,Banana
3010,26,4,Olives
3010,26,19,Feta
3010,26,21,Tomato
3011,25,5,Pineapple
3011,25,13,Pizza Cheese
3012,46,0,Banana
3012,46,5,Pineapple
3012,46,10,Ham
3012,46,13,Pizza Cheese
3013,29,0,Banana
3013,29,4,Olives
3013,29,11,Prosciutto
3013,29,12,Pizza Kit
3013,29,14,Parmesan
3014,33,0,Banana
3014,33,16,Apple
3014,33,4,Olives
3014,33,21,Tomato
3015,35,0,Banana
3016,12,0,Banana
3017,26,29,Crab stick
3017,26,30,Shrimp
3018,47,0,Banana
3019,39,0,Banana
3019,39,28,Squid
3019,39,30,Shrimp
3020,28,0,Banana
3021,72,0,Banana
3021,72,4,Olives
3022,86,0,Banana
3022,86,5,Pineapple
3022,86,10,Ham
3022,86,13,Pizza Cheese
3022,86,15,Mozarella
3022,86,1,Onion
3022,86,3,Corn
3022,86,6,Taco Spice Mix
3022,86,7,Taco Shell
3022,86,9,Minced Meat
3023,15,0,Banana
3024,85,13,Pizza Cheese
3024,85,3,Corn
3024,85,17,Taco Tortilla
3024,85,8,Taco Salsa
3024,85,9,Minced Meat
3024,85,22,Chicken
3024,85,23,Croutons
3025,36,0,Banana
3025,36,22,Chicken
3025,36,23,Croutons
3026,42,0,Banana
3026,42,22,Chicken
3026,42,24,Lettuce
3027,34,0,Banana
3027,34,26,Entrecote
3027,34,27,Mushroom
3028,8,0,Banana
3028,8,1,Onion
3028,8,3,Corn
3028,8,6,Taco Spice Mix
3028,8,8,Taco Salsa
3028,8,9,Minced Meat
3029,53,0,Banana
3030,65,0,Banana
3031,90,0,Banana
3031,90,16,Apple
3031,90,1,Onion
3031,90,3,Corn
3031,90,6,Taco Spice Mix
3031,90,7,Taco Shell
3031,90,8,Taco Salsa
3031,90,9,Minced Meat
3031,90,22,Chicken
3031,90,24,Lettuce
3031,90,28,Squid
3031,90,29,Crab stick
3031,90,30,Shrimp
3033,87,24,Lettuce
3034,29,0,Banana
3034,29,25,Penne
3034,29,26,Entrecote
3034,29,27,Mushroom
3035,82,0,Banana
3036,56,0,Banana
3036,56,4,Olives
3036,56,19,Feta
3036,56,20,Ruccola
3037,21,0,Banana
3037,21,29,Crab stick
3038,66,0,Banana
3039,57,0,Banana
3039,57,12,Pizza Kit
3040,68,1,Onion
3040,68,6,Taco Spice Mix
3040,68,8,Taco Salsa
3040,68,26,Entrecote
3040,68,27,Mushroom
3041,25,3,Corn
3041,25,6,Taco Spice Mix
3041,25,17,Taco Tortilla
3041,25,8,Taco Salsa
3041,25,9,Minced Meat
3042,95,0,Banana
3042,95,22,Chicken
3042,95,23,Croutons
3043,79,0,Banana
3044,4,0,Banana
3044,4,4,Olives
3044,4,19,Feta
3044,4,20,Ruccola
3045,15,25,Penne
3045,15,26,Entrecote
3045,15,27,Mushroom
3046,76,0,Banana
3048,22,0,Banana
3048,22,5,Pineapple
3048,22,10,Ham
3048,22,12,Pizza Kit
3048,22,28,Squid
3048,22,29,Crab stick
3049,53,0,Banana
3049,53,16,Apple
3049,53,11,Prosciutto
3049,53,12,Pizza Kit
3050,94,0,Banana
3050,94,10,Ham
3050,94,14,Parmesan
3051,49,0,Banana
3051,49,6,Taco Spice Mix
3051,49,17,Taco Tortilla
3051,49,28,Squid
3051,49,30,Shrimp
3052,19,0,Banana
3052,19,3,Corn
3052,19,6,Taco Spice Mix
3053,98,0,Banana
3053,98,5,Pineapple
3053,98,10,Ham
3053,98,12,Pizza Kit
3053,98,13,Pizza Cheese
3053,98,26,Entrecote
3054,19,0,Banana
3055,12,0,Banana
3055,12,29,Crab stick
3055,12,30,Shrimp
3056,43,4,Olives
3056,43,11,Prosciutto
3056,43,12,Pizza Kit
3056,43,19,Feta
3056,43,20,Ruccola
3057,26,4,Olives
3057,26,11,Prosciutto
3057,26,12,Pizza Kit
3058,76,0,Banana
3058,76,1,Onion
3058,76,3,Corn
3058,76,8,Taco Salsa
3058,76,9,Minced Meat
3059,9,28,Squid
3059,9,30,Shrimp
3060,47,0,Banana
3061,19,0,Banana
3061,19,28,Squid
3062,89,0,Banana
3062,89,23,Croutons
3062,89,28,Squid
3063,91,0,Banana
3063,91,17,Taco Tortilla
3063,91,9,Minced Meat
3063,91,30,Shrimp
3064,99,0,Banana
3065,46,0,Banana
3065,46,16,Apple
3066,38,0,Banana
3067,11,0,Banana
3068,15,0,Banana
3069,75,0,Banana
3069,75,26,Entrecote
3069,75,27,Mushroom
3070,18,0,Banana
3070,18,16,Apple
3070,18,4,Olives
3070,18,11,Prosciutto
3070,18,12,Pizza Kit
3071,56,0,Banana
3071,56,5,Pineapple
3071,56,10,Ham
3071,56,1,Onion
3071,56,3,Corn
3071,56,6,Taco Spice Mix
3071,56,18,Taco Tubs
3071,56,8,Taco Salsa
3071,56,25,Penne
3071,56,26,Entrecote
3071,56,27,Mushroom
3072,79,0,Banana
3073,97,0,Banana
3073,97,5,Pineapple
3073,97,12,Pizza Kit
3073,97,13,Pizza Cheese
3073,97,4,Olives
3073,97,20,Ruccola
3073,97,26,Entrecote
3073,97,27,Mushroom
3074,58,0,Banana
3075,3,0,Banana
3075,3,16,Apple
3076,84,0,Banana
3078,75,0,Banana
3078,75,16,Apple
3078,75,4,Olives
3078,75,10,Ham
3078,75,12,Pizza Kit
3078,75,14,Parmesan
3078,75,1,Onion
3078,75,6,Taco Spice Mix
3078,75,17,Taco Tortilla
3078,75,8,Taco Salsa
3080,78,0,Banana
3080,78,4,Olives
3080,78,10,Ham
3080,78,11,Prosciutto
3080,78,14,Parmesan
3081,96,0,Banana
3081,96,4,Olives
3081,96,10,Ham
3081,96,11,Prosciutto
3081,96,12,Pizza Kit
3081,96,14,Parmesan
3082,58,16,Apple
3082,58,0,Banana
3082,58,5,Pineapple
3082,58,12,Pizza Kit
3082,58,19,Feta
3082,58,20,Ruccola
3082,58,21,Tomato
3082,58,28,Squid
3082,58,30,Shrimp
3083,71,0,Banana
3084,74,19,Feta
3084,74,20,Ruccola
3085,25,0,Banana
3085,25,1,Onion
3085,25,3,Corn
3085,25,6,Taco Spice Mix
3085,25,9,Minced Meat
3086,79,25,Penne
3086,79,26,Entrecote
3086,79,27,Mushroom
3087,87,0,Banana
3087,87,11,Prosciutto
3087,87,12,Pizza Kit
3087,87,14,Parmesan
3087,87,15,Mozarella
3087,87,25,Penne
3087,87,27,Mushroom
3089,16,0,Banana
3089,16,4,Olives
3089,16,10,Ham
3089,16,11,Prosciutto
3089,16,12,Pizza Kit
3089,16,14,Parmesan
3090,37,0,Banana
3090,37,11,Prosciutto
3090,37,14,Parmesan
3090,37,21,Tomato
3091,37,0,Banana
3091,37,22,Chicken
3091,37,28,Squid
3091,37,29,Crab stick
3091,37,30,Shrimp
3092,35,0,Banana
3093,61,0,Banana
3093,61,4,Olives
3093,61,21,Tomato
3093,61,25,Penne
3093,61,26,Entrecote
3094,97,5,Pineapple
3094,97,10,Ham
3094,97,12,Pizza Kit
3095,44,0,Banana
3095,44,12,Pizza Kit
3095,44,14,Parmesan
3095,44,15,Mozarella
3095,44,3,Corn
3095,44,6,Taco Spice Mix
3095,44,7,Taco Shell
3095,44,8,Taco Salsa
3096,87,0,Banana
3096,87,3,Corn
3096,87,6,Taco Spice Mix
3096,87,9,Minced Meat
3097,79,0,Banana
3098,48,4,Olives
3098,48,21,Tomato
3099,89,25,Penne
3099,89,26,Entrecote
3100,19,0,Banana
3101,62,0,Banana
3101,62,16,Apple
3102,85,0,Banana
3102,85,23,Croutons
3102,85,24,Lettuce
3102,85,25,Penne
3102,85,26,Entrecote
3102,85,27,Mushroom
3103,92,0,Banana
3103,92,5,Pineapple
3103,92,10,Ham
3103,92,12,Pizza Kit
3103,92,13,Pizza Cheese
3103,92,3,Corn
3103,92,6,Taco Spice Mix
3103,92,18,Taco Tubs
3103,92,8,Taco Salsa
3104,63,0,Banana
3104,63,11,Prosciutto
3104,63,12,Pizza Kit
3104,63,14,Parmesan
3105,22,0,Banana
3105,22,28,Squid
3105,22,30,Shrimp
3106,78,0,Banana
3106,78,27,Mushroom
3107,6,0,Banana
3107,6,4,Olives
3107,6,19,Feta
3107,6,26,Entrecote
3107,6,27,Mushroom
3109,65,0,Banana
3109,65,5,Pineapple
3109,65,10,Ham
3109,65,12,Pizza Kit
3109,65,13,Pizza Cheese
3109,65,15,Mozarella
3110,27,0,Banana
3111,58,24,Lettuce
3111,58,25,Penne
3111,58,26,Entrecote
3111,58,27,Mushroom
3113,20,0,Banana
3113,20,1,Onion
3113,20,3,Corn
3113,20,6,Taco Spice Mix
3113,20,18,Taco Tubs
3113,20,20,Ruccola
3113,20,21,Tomato
3114,29,0,Banana
3114,29,5,Pineapple
3114,29,12,Pizza Kit
3114,29,13,Pizza Cheese
3114,29,1,Onion
3114,29,3,Corn
3114,29,6,Taco Spice Mix
3114,29,17,Taco Tortilla
3114,29,8,Taco Salsa
3114,29,9,Minced Meat
3115,69,0,Banana
3115,69,5,Pineapple
3115,69,12,Pizza Kit
3115,69,13,Pizza Cheese
3115,69,15,Mozarella
3116,73,0,Banana
3116,73,30,Shrimp
3118,56,0,Banana
3118,56,16,Apple
3118,56,28,Squid
3118,56,30,Shrimp
3119,7,0,Banana
3120,76,0,Banana
3120,76,23,Croutons
3120,76,24,Lettuce
3121,42,4,Olives
3121,42,19,Feta
3121,42,30,Shrimp
3122,86,0,Banana
3123,85,16,Apple
3124,74,0,Banana
3124,74,3,Corn
3124,74,7,Taco Shell
3125,31,0,Banana
3126,39,6,Taco Spice Mix
3126,39,9,Minced Meat
3127,74,0,Banana
3127,74,16,Apple
3128,95,0,Banana
3128,95,11,Prosciutto
3128,95,14,Parmesan
3128,95,1,Onion
3128,95,3,Corn
3128,95,6,Taco Spice Mix
3128,95,17,Taco Tortilla
3128,95,8,Taco Salsa
3128,95,4,Olives
3128,95,21,Tomato
3129,40,0,Banana
3129,40,5,Pineapple
3129,40,13,Pizza Cheese
3130,52,0,Banana
3131,50,0,Banana
3131,50,16,Apple
3132,77,0,Banana
3132,77,6,Taco Spice Mix
3132,77,8,Taco Salsa
3132,77,9,Minced Meat
3133,56,0,Banana
3133,56,23,Croutons
3133,56,24,Lettuce
3134,66,0,Banana
3134,66,19,Feta
3134,66,28,Squid
3135,34,0,Banana
3136,44,0,Banana
3137,99,3,Corn
3137,99,6,Taco Spice Mix
3137,99,17,Taco Tortilla
3137,99,8,Taco Salsa
3137,99,9,Minced Meat
3137,99,28,Squid
3137,99,30,Shrimp
3138,87,0,Banana
3138,87,12,Pizza Kit
3138,87,13,Pizza Cheese
3138,87,15,Mozarella
3139,7,0,Banana
3140,1,0,Banana
3140,1,1,Onion
3140,1,3,Corn
3140,1,6,Taco Spice Mix
3140,1,17,Taco Tortilla
3140,1,8,Taco Salsa
3141,4,0,Banana
3141,4,4,Olives
3141,4,19,Feta
3141,4,21,Tomato
3142,15,27,Mushroom
3143,96,23,Croutons
3143,96,24,Lettuce
3144,38,0,Banana
3144,38,10,Ham
3144,38,13,Pizza Cheese
3145,23,0,Banana
3145,23,3,Corn
3145,23,6,Taco Spice Mix
3145,23,17,Taco Tortilla
3145,23,8,Taco Salsa
3145,23,9,Minced Meat
3148,43,0,Banana
3149,87,0,Banana
3150,19,0,Banana
3151,32,0,Banana
3152,22,0,Banana
3152,22,1,Onion
3152,22,3,Corn
3152,22,6,Taco Spice Mix
3152,22,18,Taco Tubs
3152,22,8,Taco Salsa
3153,66,0,Banana
3153,66,16,Apple
3154,39,0,Banana
3154,39,5,Pineapple
3154,39,10,Ham
3154,39,13,Pizza Cheese
3154,39,27,Mushroom
3155,31,0,Banana
3156,32,0,Banana
3156,32,10,Ham
3156,32,11,Prosciutto
3156,32,12,Pizza Kit
3156,32,14,Parmesan
3156,32,3,Corn
3156,32,6,Taco Spice Mix
3156,32,18,Taco Tubs
3156,32,8,Taco Salsa
3156,32,9,Minced Meat
3156,32,28,Squid
3156,32,30,Shrimp
3157,23,0,Banana
3157,23,23,Croutons
3158,36,0,Banana
3158,36,22,Chicken
3158,36,23,Croutons
3158,36,24,Lettuce
3159,21,4,Olives
3159,21,12,Pizza Kit
3159,21,14,Parmesan
3160,41,0,Banana
3161,92,0,Banana
3161,92,1,Onion
3161,92,3,Corn
3161,92,6,Taco Spice Mix
3161,92,7,Taco Shell
3161,92,8,Taco Salsa
3161,92,9,Minced Meat
3163,12,22,Chicken
3163,12,23,Croutons
3163,12,24,Lettuce
3164,64,0,Banana
3164,64,28,Squid
3165,51,0,Banana
3165,51,5,Pineapple
3165,51,10,Ham
3166,78,0,Banana
3166,78,28,Squid
3166,78,30,Shrimp
3168,39,3,Corn
3168,39,6,Taco Spice Mix
3168,39,17,Taco Tortilla
3168,39,8,Taco Salsa
3168,39,9,Minced Meat
3169,9,1,Onion
3169,9,3,Corn
3169,9,6,Taco Spice Mix
3169,9,17,Taco Tortilla
3169,9,8,Taco Salsa
3170,57,0,Banana
3171,57,0,Banana
3171,57,16,Apple
3171,57,12,Pizza Kit
3171,57,14,Parmesan
3171,57,15,Mozarella
3172,4,25,Penne
3173,92,0,Banana
3174,14,0,Banana
3174,14,4,Olives
3174,14,10,Ham
3174,14,11,Prosciutto
3174,14,12,Pizza Kit
3175,46,0,Banana
3176,93,0,Banana
3176,93,12,Pizza Kit
3176,93,14,Parmesan
3177,47,0,Banana
3177,47,16,Apple
3178,1,0,Banana
3178,1,1,Onion
3178,1,3,Corn
3178,1,6,Taco Spice Mix
3178,1,17,Taco Tortilla
3178,1,9,Minced Meat
3179,8,0,Banana
3179,8,5,Pineapple
3179,8,10,Ham
3179,8,13,Pizza Cheese
3179,8,15,Mozarella
3179,8,28,Squid
3180,98,0,Banana
3180,98,29,Crab stick
3182,90,0,Banana
3182,90,16,Apple
3182,90,28,Squid
3182,90,29,Crab stick
3183,18,0,Banana
3184,48,0,Banana
3185,68,0,Banana
3185,68,5,Pineapple
3185,68,10,Ham
3185,68,12,Pizza Kit
3185,68,13,Pizza Cheese
3186,87,0,Banana
3186,87,5,Pineapple
3186,87,10,Ham
3186,87,12,Pizza Kit
3186,87,13,Pizza Cheese
3186,87,1,Onion
3186,87,3,Corn
3186,87,6,Taco Spice Mix
3186,87,17,Taco Tortilla
3186,87,8,Taco Salsa
3186,87,9,Minced Meat
3186,87,25,Penne
3186,87,26,Entrecote
3186,87,27,Mushroom
3188,14,1,Onion
3188,14,3,Corn
3188,14,6,Taco Spice Mix
3188,14,7,Taco Shell
3188,14,8,Taco Salsa
3188,14,9,Minced Meat
3189,67,0,Banana
3190,47,0,Banana
3191,86,0,Banana
3191,86,1,Onion
3191,86,3,Corn
3191,86,6,Taco Spice Mix
3191,86,25,Penne
3192,73,0,Banana
3193,60,0,Banana
3193,60,5,Pineapple
3193,60,12,Pizza Kit
3193,60,13,Pizza Cheese
3194,53,0,Banana
3194,53,22,Chicken
3194,53,23,Croutons
3194,53,24,Lettuce
3195,13,0,Banana
3195,13,4,Olives
3195,13,19,Feta
3195,13,21,Tomato
3196,22,0,Banana
3196,22,4,Olives
3196,22,10,Ham
3196,22,11,Prosciutto
3196,22,15,Mozarella
3197,87,0,Banana
3197,87,5,Pineapple
3197,87,10,Ham
3197,87,12,Pizza Kit
3197,87,13,Pizza Cheese
3198,54,0,Banana
3198,54,16,Apple
3198,54,5,Pineapple
3198,54,10,Ham
3198,54,12,Pizza Kit
3198,54,13,Pizza Cheese
3199,75,0,Banana
3199,75,19,Feta
3199,75,21,Tomato
3201,38,0,Banana
3201,38,20,Ruccola
3201,38,21,Tomato
3202,94,1,Onion
3202,94,6,Taco Spice Mix
3202,94,9,Minced Meat
3205,90,0,Banana
3205,90,5,Pineapple
3205,90,12,Pizza Kit
3205,90,13,Pizza Cheese
3205,90,22,Chicken
3205,90,23,Croutons
3205,90,24,Lettuce
3206,88,5,Pineapple
3206,88,13,Pizza Cheese
3206,88,1,Onion
3206,88,3,Corn
3206,88,7,Taco Shell
3206,88,9,Minced Meat
3207,61,0,Banana
3207,61,5,Pineapple
3207,61,10,Ham
3207,61,12,Pizza Kit
3207,61,13,Pizza Cheese
3208,9,0,Banana
3208,9,5,Pineapple
3208,9,10,Ham
3208,9,12,Pizza Kit
3208,9,13,Pizza Cheese
3208,9,6,Taco Spice Mix
3208,9,17,Taco Tortilla
3208,9,8,Taco Salsa
3208,9,9,Minced Meat
3208,9,23,Croutons
3209,84,0,Banana
3209,84,29,Crab stick
3209,84,30,Shrimp
3210,1,0,Banana
3210,1,5,Pineapple
3210,1,12,Pizza Kit
3210,1,25,Penne
3210,1,27,Mushroom
3211,17,0,Banana
3211,17,22,Chicken
3211,17,24,Lettuce
3212,69,0,Banana
3215,63,0,Banana
3215,63,29,Crab stick
3216,60,0,Banana
3216,60,26,Entrecote
3217,22,0,Banana
3217,22,16,Apple
3217,22,27,Mushroom
3218,31,0,Banana
3218,31,1,Onion
3218,31,3,Corn
3218,31,6,Taco Spice Mix
3218,31,17,Taco Tortilla
3219,97,0,Banana
3220,41,0,Banana
3221,20,0,Banana
3222,40,0,Banana
3223,71,0,Banana
3223,71,4,Olives
3223,71,19,Feta
3223,71,20,Ruccola
3223,71,21,Tomato
3223,71,29,Crab stick
3223,71,30,Shrimp
3224,24,0,Banana
3224,24,4,Olives
3224,24,29,Crab stick
3225,48,0,Banana
3225,48,22,Chicken
3225,48,23,Croutons
3225,48,24,Lettuce
3225,48,25,Penne
3225,48,26,Entrecote
3225,48,27,Mushroom
3226,4,0,Banana
3227,30,0,Banana
3227,30,10,Ham
3227,30,11,Prosciutto
3227,30,12,Pizza Kit
3229,60,0,Banana
3229,60,28,Squid
3229,60,30,Shrimp
3230,19,6,Taco Spice Mix
3230,19,8,Taco Salsa
3231,61,0,Banana
3232,10,0,Banana
3232,10,16,Apple
3232,10,27,Mushroom
3233,7,0,Banana
3233,7,3,Corn
3233,7,6,Taco Spice Mix
3233,7,17,Taco Tortilla
3233,7,8,Taco Salsa
3233,7,9,Minced Meat
3233,7,22,Chicken
3233,7,23,Croutons
3233,7,24,Lettuce
3234,24,4,Olives
3234,24,14,Parmesan
3235,6,16,Apple
3236,44,0,Banana
3237,7,0,Banana
3237,7,24,Lettuce
3238,94,0,Banana
3238,94,1,Onion
3238,94,6,Taco Spice Mix
3238,94,7,Taco Shell
3238,94,9,Minced Meat
3239,60,0,Banana
3239,60,16,Apple
3239,60,4,Olives
3239,60,20,Ruccola
3239,60,21,Tomato
3240,41,0,Banana
3240,41,5,Pineapple
3240,41,12,Pizza Kit
3240,41,13,Pizza Cheese
3240,41,22,Chicken
3240,41,24,Lettuce
3241,49,0,Banana
3241,49,11,Prosciutto
3241,49,28,Squid
3241,49,29,Crab stick
3242,34,0,Banana
3242,34,3,Corn
3242,34,6,Taco Spice Mix
3242,34,7,Taco Shell
3242,34,8,Taco Salsa
3242,34,9,Minced Meat
3243,33,0,Banana
3243,33,22,Chicken
3243,33,23,Croutons
3243,33,24,Lettuce
3243,33,28,Squid
3243,33,29,Crab stick
3244,78,0,Banana
3244,78,5,Pineapple
3244,78,10,Ham
3244,78,12,Pizza Kit
3244,78,13,Pizza Cheese
3245,84,4,Olives
3245,84,19,Feta
3247,46,0,Banana
3248,17,22,Chicken
3248,17,23,Croutons
3248,17,24,Lettuce
3249,46,0,Banana
3249,46,22,Chicken
3249,46,23,Croutons
3249,46,24,Lettuce
3249,46,25,Penne
3249,46,26,Entrecote
3250,61,1,Onion
3250,61,8,Taco Salsa
3250,61,9,Minced Meat
3251,23,0,Banana
3251,23,16,Apple
3251,23,12,Pizza Kit
3251,23,4,Olives
3251,23,20,Ruccola
3251,23,21,Tomato
3251,23,25,Penne
3251,23,26,Entrecote
3251,23,27,Mushroom
3252,39,0,Banana
3253,62,0,Banana
3254,17,0,Banana
3255,50,0,Banana
3255,50,16,Apple
3255,50,5,Pineapple
3255,50,12,Pizza Kit
3255,50,13,Pizza Cheese
3255,50,15,Mozarella
3256,9,0,Banana
3256,9,16,Apple
3256,9,23,Croutons
3257,61,0,Banana
3258,75,0,Banana
3258,75,12,Pizza Kit
3258,75,14,Parmesan
3258,75,15,Mozarella
3258,75,22,Chicken
3258,75,23,Croutons
3258,75,24,Lettuce
